Fq (MHz),Relative Power,?,Radial Velocity (km/s)
1421.125,0.017464,0.000221,79.195763
1421.126172,0.017412,0.00022,78.982025
1421.127344,0.01734,0.000219,79.032814
1421.128516,0.01726,0.000219,78.913666
1421.129688,0.01723,0.000218,78.961082
1421.130859,0.017212,0.000217,79.142014
1421.132031,0.01714,0.000216,79.221558
1421.133203,0.017063,0.000215,79.223976
1421.134375,0.017027,0.000215,79.252563
1421.135547,0.016938,0.000214,79.113579
1421.136719,0.016849,0.000213,79.004944
1421.137891,0.016827,0.000213,79.11718
1421.139062,0.016836,0.000212,79.292397
1421.140234,0.01677,0.000211,79.372772
1421.141406,0.01671,0.000211,79.155075
1421.142578,0.016656,0.000211,78.941696
1421.14375,0.01659,0.00021,78.912781
1421.144922,0.01657,0.000209,79.181908
1421.146094,0.016551,0.000208,79.379997
1421.147266,0.0165,0.000208,79.407463
1421.148438,0.016477,0.000207,79.720634
1421.149609,0.016436,0.000206,79.912437
1421.150781,0.016358,0.000206,79.482651
1421.151953,0.016243,0.000206,78.911407
1421.153125,0.016188,0.000205,78.983849
1421.154297,0.016191,0.000204,79.3694
1421.155469,0.016182,0.000204,79.418655
1421.156641,0.016143,0.000203,79.372208
1421.157812,0.01607,0.000203,79.26268
1421.158984,0.016009,0.000202,79.301613
1421.160156,0.015974,0.000201,79.371704
1421.161328,0.015938,0.000201,79.301414
1421.1625,0.015924,0.000201,79.408752
1421.163672,0.015878,0.0002,79.541443
1421.164844,0.015811,0.000199,79.646698
1421.166016,0.01577,0.000198,79.585426
1421.167187,0.015754,0.000198,79.515869
1421.168359,0.015698,0.000197,79.563515
1421.169531,0.015659,0.000197,79.651123
1421.170703,0.015645,0.000196,79.753052
1421.171875,0.015652,0.000196,80.051987
1421.173047,0.015598,0.000195,80.071457
1421.174219,0.015516,0.000194,79.820343
1421.175391,0.015507,0.000195,79.722847
1421.176563,0.015522,0.000194,80.02536
1421.177734,0.015515,0.000193,80.392891
1421.178906,0.015463,0.000192,80.608925
1421.180078,0.015412,0.000191,80.509819
1421.18125,0.01539,0.000192,80.257469
1421.182422,0.015353,0.000191,80.278442
1421.183594,0.015315,0.000191,80.286705
1421.184766,0.01525,0.000191,80.027893
1421.185937,0.015245,0.00019,80.235764
1421.187109,0.01524,0.00019,80.417259
1421.188281,0.015188,0.000189,80.399094
1421.189453,0.015169,0.000188,80.592674
1421.190625,0.015167,0.000187,80.903625
1421.191797,0.015136,0.000187,81.116386
1421.192969,0.015082,0.000186,80.908615
1421.194141,0.015077,0.000187,80.701607
1421.195312,0.015069,0.000186,80.801262
1421.196484,0.015044,0.000186,80.995422
1421.197656,0.015009,0.000185,80.977058
1421.198828,0.014934,0.000185,80.668266
